ID	x		y		z
0	0	0.525731	0.850651
1	-0.0896416	0.498614	0.862176
2	-0.187522	0.463581	0.865984
3	-0.291233	0.419981	0.859535
4	-0.396979	0.36802	0.840815
5	-0.5	0.309017	0.809017
6	-0.595468	0.245346	0.764998
7	-0.679543	0.179992	0.711213
8	-0.750089	0.115895	0.651103
9	-0.806775	0.0554016	0.588256
10	-0.850651	0	0.525731
11	-0.0554016	0.588256	0.806775
12	-0.152738	0.561123	0.813519
13	-0.257893	0.524668	0.811304
14	-0.367461	0.478183	0.797692
15	-0.476596	0.422119	0.771149
16	-0.5798	0.358336	0.731729
17	-0.672153	0.289873	0.681311
18	-0.750424	0.220267	0.623174
19	-0.813519	0.152738	0.561123
20	-0.862176	0.0896416	0.498614
21	-0.115895	0.651103	0.750089
22	-0.220267	0.623174	0.750424
23	-0.331288	0.58437	0.740783
24	-0.444469	0.534086	0.719166
25	-0.554074	0.473235	0.684873
26	-0.654319	0.404391	0.639011
27	-0.740783	0.331288	0.58437
28	-0.811304	0.257893	0.524668
29	-0.865984	0.187522	0.463581
30	-0.179992	0.711213	0.679543
31	-0.289873	0.681311	0.672153
32	-0.404391	0.639011	0.654319
33	-0.518106	0.584072	0.624841
34	-0.624841	0.518106	0.584072
35	-0.719166	0.444469	0.534086
36	-0.797692	0.367461	0.478183
37	-0.859535	0.291233	0.419981
38	-0.245346	0.764998	0.595468
39	-0.358336	0.731729	0.5798
40	-0.473235	0.684873	0.554074
41	-0.584072	0.624841	0.518106
42	-0.684873	0.554074	0.473235
43	-0.771149	0.476596	0.422119
44	-0.840815	0.396979	0.36802
45	-0.309017	0.809017	0.5
46	-0.422119	0.771149	0.476596
47	-0.534086	0.719166	0.444469
48	-0.639011	0.654319	0.404391
49	-0.731729	0.5798	0.358336
50	-0.809017	0.5	0.309017
51	-0.36802	0.840815	0.396979
52	-0.478183	0.797692	0.367461
53	-0.58437	0.740783	0.331288
54	-0.681311	0.672153	0.289873
55	-0.764998	0.595468	0.245346
56	-0.419981	0.859535	0.291233
57	-0.524668	0.811304	0.257893
58	-0.623174	0.750424	0.220267
59	-0.711213	0.679543	0.179992
60	-0.463581	0.865984	0.187522
61	-0.561123	0.813519	0.152738
62	-0.651103	0.750089	0.115895
63	-0.498614	0.862176	0.0896416
64	-0.588256	0.806775	0.0554016
65	-0.525731	0.850651	0
66	0.525731	0.850651	0
67	0.498614	0.862176	0.0896416
68	0.463581	0.865984	0.187522
69	0.419981	0.859535	0.291233
70	0.36802	0.840815	0.396979
71	0.309017	0.809017	0.5
72	0.245346	0.764998	0.595468
73	0.179992	0.711213	0.679543
74	0.115895	0.651103	0.750089
75	0.0554016	0.588256	0.806775
76	0.443213	0.896416	0
77	0.408385	0.907916	0.0943972
78	0.365281	0.909811	0.197013
79	0.313849	0.899256	0.304691
80	0.255133	0.874353	0.412813
81	0.191349	0.834932	0.516017
82	0.12554	0.782874	0.609383
83	0.0608802	0.72168	0.689544
84	0	0.65552	0.755178
85	0.347685	0.937611	0
86	0.304401	0.947437	0.0985063
87	0.253082	0.945531	0.204747
88	0.194541	0.929016	0.314775
89	0.130799	0.89651	0.423275
90	0.0648472	0.84886	0.524625
91	0	0.789117	0.614242
92	-0.0608802	0.72168	0.689544
93	0.239989	0.970776	0
94	0.18831	0.976844	0.101564
95	0.129694	0.969094	0.20985
96	0.0659662	0.945048	0.320207
97	0	0.904279	0.426943
98	-0.0648472	0.84886	0.524625
99	-0.12554	0.782874	0.609383
100	0.122673	0.992447	0
101	0.0637832	0.992613	0.103203
102	0	0.977348	0.211637
103	-0.0659662	0.945048	0.320207
104	-0.130799	0.89651	0.423275
105	-0.191349	0.834932	0.516017
106	0	1	0
107	-0.0637832	0.992613	0.103203
108	-0.129694	0.969094	0.20985
109	-0.194541	0.929016	0.314775
110	-0.255133	0.874353	0.412813
111	-0.122673	0.992447	0
112	-0.18831	0.976844	0.101564
113	-0.253082	0.945531	0.204747
114	-0.313849	0.899256	0.304691
115	-0.239989	0.970776	0
116	-0.304401	0.947437	0.0985063
117	-0.365281	0.909811	0.197013
118	-0.347685	0.937611	0
119	-0.408385	0.907916	0.0943972
120	-0.443213	0.896416	0
121	0	0.525731	-0.850651
122	0.0554016	0.588256	-0.806775
123	0.115895	0.651103	-0.750089
124	0.179992	0.711213	-0.679543
125	0.245346	0.764998	-0.595468
126	0.309017	0.809017	-0.5
127	0.36802	0.840815	-0.396979
128	0.419981	0.859535	-0.291233
129	0.463581	0.865984	-0.187522
130	0.498614	0.862176	-0.0896416
131	-0.0554016	0.588256	-0.806775
132	0	0.65552	-0.755178
133	0.0608802	0.72168	-0.689544
134	0.12554	0.782874	-0.609383
135	0.191349	0.834932	-0.516017
136	0.255133	0.874353	-0.412813
137	0.313849	0.899256	-0.304691
138	0.365281	0.909811	-0.197013
139	0.408385	0.907916	-0.0943972
140	-0.115895	0.651103	-0.750089
141	-0.0608802	0.72168	-0.689544
142	0	0.789117	-0.614242
143	0.0648472	0.84886	-0.524625
144	0.130799	0.89651	-0.423275
145	0.194541	0.929016	-0.314775
146	0.253082	0.945531	-0.204747
147	0.304401	0.947437	-0.0985063
148	-0.179992	0.711213	-0.679543
149	-0.12554	0.782874	-0.609383
150	-0.0648472	0.84886	-0.524625
151	0	0.904279	-0.426943
152	0.0659662	0.945048	-0.320207
153	0.129694	0.969094	-0.20985
154	0.18831	0.976844	-0.101564
155	-0.245346	0.764998	-0.595468
156	-0.191349	0.834932	-0.516017
157	-0.130799	0.89651	-0.423275
158	-0.0659662	0.945048	-0.320207
159	0	0.977348	-0.211637
160	0.0637832	0.992613	-0.103203
161	-0.309017	0.809017	-0.5
162	-0.255133	0.874353	-0.412813
163	-0.194541	0.929016	-0.314775
164	-0.129694	0.969094	-0.20985
165	-0.0637832	0.992613	-0.103203
166	-0.36802	0.840815	-0.396979
167	-0.313849	0.899256	-0.304691
168	-0.253082	0.945531	-0.204747
169	-0.18831	0.976844	-0.101564
170	-0.419981	0.859535	-0.291233
171	-0.365281	0.909811	-0.197013
172	-0.304401	0.947437	-0.0985063
173	-0.463581	0.865984	-0.187522
174	-0.408385	0.907916	-0.0943972
175	-0.498614	0.862176	-0.0896416
176	-0.850651	0	-0.525731
177	-0.806775	0.0554016	-0.588256
178	-0.750089	0.115895	-0.651103
179	-0.679543	0.179992	-0.711213
180	-0.595468	0.245346	-0.764998
181	-0.5	0.309017	-0.809017
182	-0.396979	0.36802	-0.840815
183	-0.291233	0.419981	-0.859535
184	-0.187522	0.463581	-0.865984
185	-0.0896416	0.498614	-0.862176
186	-0.862176	0.0896416	-0.498614
187	-0.813519	0.152738	-0.561123
188	-0.750424	0.220267	-0.623174
189	-0.672153	0.289873	-0.681311
190	-0.5798	0.358336	-0.731729
191	-0.476596	0.422119	-0.771149
192	-0.367461	0.478183	-0.797692
193	-0.257893	0.524668	-0.811304
194	-0.152738	0.561123	-0.813519
195	-0.865984	0.187522	-0.463581
196	-0.811304	0.257893	-0.524668
197	-0.740783	0.331288	-0.58437
198	-0.654319	0.404391	-0.639011
199	-0.554074	0.473235	-0.684873
200	-0.444469	0.534086	-0.719166
201	-0.331288	0.58437	-0.740783
202	-0.220267	0.623174	-0.750424
203	-0.859535	0.291233	-0.419981
204	-0.797692	0.367461	-0.478183
205	-0.719166	0.444469	-0.534086
206	-0.624841	0.518106	-0.584072
207	-0.518106	0.584072	-0.624841
208	-0.404391	0.639011	-0.654319
209	-0.289873	0.681311	-0.672153
210	-0.840815	0.396979	-0.36802
211	-0.771149	0.476596	-0.422119
212	-0.684873	0.554074	-0.473235
213	-0.584072	0.624841	-0.518106
214	-0.473235	0.684873	-0.554074
215	-0.358336	0.731729	-0.5798
216	-0.809017	0.5	-0.309017
217	-0.731729	0.5798	-0.358336
218	-0.639011	0.654319	-0.404391
219	-0.534086	0.719166	-0.444469
220	-0.422119	0.771149	-0.476596
221	-0.764998	0.595468	-0.245346
222	-0.681311	0.672153	-0.289873
223	-0.58437	0.740783	-0.331288
224	-0.478183	0.797692	-0.367461
225	-0.711213	0.679543	-0.179992
226	-0.623174	0.750424	-0.220267
227	-0.524668	0.811304	-0.257893
